crop,location,year,month,season,avg_market_price,prev_demand,festival_flag,rainfall_mm,temperature_c,demand_kg
Potato,Mumbai,2022,7,Monsoon,23.7,5897,0,182.5,24.7,4636.0
Potato,Mumbai,2022,8,Monsoon,23.67,4636,0,197.3,31.5,5194.0
Potato,Mumbai,2022,9,Monsoon,19.99,5194,0,145.4,35.6,6885.0
Potato,Mumbai,2022,10,Autumn,22.56,6885,1,79.7,38.2,11581.0
Potato,Mumbai,2022,11,Autumn,25.31,11581,1,27.0,40.0,12741.0
Potato,Mumbai,2022,12,Winter,21.95,12741,0,8.0,38.4,11435.0
Potato,Mumbai,2023,1,Winter,22.63,11435,0,4.5,38.0,10670.0
Potato,Mumbai,2023,2,Winter,22.31,10670,0,33.7,29.8,10225.0
Potato,Mumbai,2023,3,Summer,26.0,10225,0,0.6,26.0,8778.0
Potato,Mumbai,2023,4,Summer,23.41,8778,0,14.4,21.4,6903.0
Potato,Mumbai,2023,5,Summer,22.04,6903,0,60.9,22.4,6115.0
Potato,Mumbai,2023,6,Monsoon,23.06,6115,0,141.6,22.8,5793.0
Potato,Mumbai,2023,7,Monsoon,22.34,5793,0,212.6,26.9,5792.0
Potato,Mumbai,2023,8,Monsoon,23.95,5792,0,199.9,27.6,6426.0
Potato,Mumbai,2023,9,Monsoon,23.73,6426,0,155.6,34.8,8354.0
Potato,Mumbai,2023,10,Autumn,22.22,8354,1,85.0,33.5,10971.0
Potato,Mumbai,2023,11,Autumn,23.93,10971,1,0.0,39.1,12192.0
Potato,Mumbai,2023,12,Winter,21.06,12192,0,25.0,36.4,12290.0
Potato,Mumbai,2024,1,Winter,20.22,12290,0,11.9,35.2,12193.0
Potato,Mumbai,2024,2,Winter,24.15,12193,0,29.0,29.7,9610.0
Potato,Mumbai,2024,3,Summer,23.73,9610,0,37.7,25.0,8204.0
Potato,Mumbai,2024,4,Summer,25.06,8204,0,11.3,23.2,7167.0
Potato,Mumbai,2024,5,Summer,24.61,7167,0,66.5,21.8,6794.0
Potato,Mumbai,2024,6,Monsoon,27.29,6794,0,123.8,24.1,4823.0
Potato,Mumbai,2024,7,Monsoon,26.56,4823,0,227.3,27.0,5072.0
Potato,Mumbai,2024,8,Monsoon,25.25,5072,0,190.6,29.7,6726.0
Potato,Mumbai,2024,9,Monsoon,25.17,6726,0,150.0,33.1,8133.0
Potato,Mumbai,2024,10,Autumn,22.96,8133,1,76.4,38.9,10529.0
Potato,Mumbai,2024,11,Autumn,23.17,10529,1,7.0,36.5,12584.0
Potato,Mumbai,2024,12,Winter,20.91,12584,0,13.4,33.4,12217.0
Potato,Pune,2022,1,Winter,19.56,6000,0,10.0,35.0,8125.0
Potato,Pune,2022,2,Winter,25.24,8125,0,17.8,30.4,7912.0
Potato,Pune,2022,3,Summer,22.16,7912,0,15.4,24.6,6658.0
Potato,Pune,2022,4,Summer,25.31,6658,0,18.4,21.6,5157.0
Potato,Pune,2022,5,Summer,26.23,5157,0,101.1,21.1,4274.0
Potato,Pune,2022,6,Monsoon,22.71,4274,0,161.7,21.1,3909.0
Potato,Pune,2022,7,Monsoon,21.93,3909,0,208.7,25.6,3408.0
Potato,Pune,2022,8,Monsoon,23.41,3408,0,172.5,27.3,4816.0
Potato,Pune,2022,9,Monsoon,22.35,4816,0,147.1,31.1,5632.0
Potato,Pune,2022,10,Autumn,21.43,5632,1,98.0,35.6,8675.0
Potato,Pune,2022,11,Autumn,21.67,8675,1,26.7,39.8,9714.0
Potato,Pune,2022,12,Winter,22.57,9714,0,31.7,36.6,8223.0
Potato,Pune,2023,1,Winter,21.31,8223,0,24.9,34.8,8120.0
Potato,Pune,2023,2,Winter,22.16,8120,0,10.7,28.4,7029.0
Potato,Pune,2023,3,Summer,24.32,7029,0,24.8,23.8,5786.0
Potato,Pune,2023,4,Summer,25.84,5786,0,11.5,21.3,5089.0
Potato,Pune,2023,5,Summer,21.51,5089,0,63.4,21.7,4208.0
Potato,Pune,2023,6,Monsoon,24.74,4208,0,177.2,22.4,3880.0
Potato,Pune,2023,7,Monsoon,22.11,3880,0,207.3,22.5,3963.0
Potato,Pune,2023,8,Monsoon,23.54,3963,0,183.1,32.0,3848.0
Potato,Pune,2023,9,Monsoon,22.99,3848,0,128.3,30.4,5372.0
Potato,Pune,2023,10,Autumn,24.34,5372,1,60.2,39.4,7877.0
Potato,Pune,2023,11,Autumn,22.95,7877,1,0.0,39.9,9481.0
Potato,Pune,2023,12,Winter,24.81,9481,0,34.7,36.0,8269.0
Potato,Pune,2024,1,Winter,21.54,8269,0,31.2,32.0,8681.0
Potato,Pune,2024,2,Winter,23.67,8681,0,16.1,31.3,7499.0
Potato,Pune,2024,3,Summer,21.53,7499,0,40.5,25.1,6095.0
Potato,Pune,2024,4,Summer,22.51,6095,0,28.3,22.8,4853.0
Potato,Pune,2024,5,Summer,23.27,4853,0,57.9,20.5,3903.0
Potato,Pune,2024,6,Monsoon,26.51,3903,0,136.4,23.4,3529.0
Potato,Pune,2024,7,Monsoon,24.05,3529,0,188.0,25.7,3352.0
Potato,Pune,2024,8,Monsoon,23.07,3352,0,179.8,29.0,4460.0
Potato,Pune,2024,9,Monsoon,24.05,4460,0,158.2,32.1,5485.0
Potato,Pune,2024,10,Autumn,21.3,5485,1,71.7,37.8,7573.0
Potato,Pune,2024,11,Autumn,19.74,7573,1,20.4,40.5,9482.0
Potato,Pune,2024,12,Winter,23.43,9482,0,37.8,37.6,8389.0
Potato,Bangalore,2022,1,Winter,18.23,6900,0,18.2,32.1,9158.0
Potato,Bangalore,2022,2,Winter,20.04,9158,0,5.2,29.3,7955.0
Potato,Bangalore,2022,3,Summer,23.15,7955,0,17.4,24.4,7328.0
Potato,Bangalore,2022,4,Summer,25.47,7328,0,24.8,22.6,5461.0
Potato,Bangalore,2022,5,Summer,25.5,5461,0,65.8,22.7,4089.0
Potato,Bangalore,2022,6,Monsoon,24.61,4089,0,142.6,24.2,4150.0
Potato,Bangalore,2022,7,Monsoon,24.13,4150,0,190.6,24.9,4255.0
Potato,Bangalore,2022,8,Monsoon,22.31,4255,0,193.2,30.1,5400.0
Potato,Bangalore,2022,9,Monsoon,23.07,5400,0,191.0,31.8,6171.0
Potato,Bangalore,2022,10,Autumn,23.05,6171,1,75.2,37.9,9647.0
Potato,Bangalore,2022,11,Autumn,18.23,9647,1,22.9,40.7,11678.0
Potato,Bangalore,2022,12,Winter,19.63,11678,0,25.6,39.4,9868.0
Potato,Bangalore,2023,1,Winter,22.57,9868,0,22.2,34.5,9872.0
Potato,Bangalore,2023,2,Winter,22.67,9872,0,0.0,31.5,8580.0
Potato,Bangalore,2023,3,Summer,19.94,8580,0,0.0,26.3,7630.0
Potato,Bangalore,2023,4,Summer,23.81,7630,0,0.0,22.3,6495.0
Potato,Bangalore,2023,5,Summer,23.75,6495,0,63.9,20.0,5498.0
Potato,Bangalore,2023,6,Monsoon,24.31,5498,0,155.3,21.6,3776.0
Potato,Bangalore,2023,7,Monsoon,25.52,3776,0,199.7,22.9,4289.0
Potato,Bangalore,2023,8,Monsoon,23.84,4289,0,229.7,28.3,5893.0
Potato,Bangalore,2023,9,Monsoon,23.63,5893,0,165.2,33.5,6605.0
Potato,Bangalore,2023,10,Autumn,22.53,6605,1,70.8,36.7,8617.0
Potato,Bangalore,2023,11,Autumn,21.86,8617,1,22.0,39.7,10021.0
Potato,Bangalore,2023,12,Winter,20.98,10021,0,34.8,38.3,9654.0
Potato,Bangalore,2024,1,Winter,22.09,9654,0,0.0,33.0,9888.0
Potato,Bangalore,2024,2,Winter,22.59,9888,0,10.4,31.0,8773.0
Potato,Bangalore,2024,3,Summer,23.27,8773,0,17.9,26.8,6692.0
Potato,Bangalore,2024,4,Summer,22.95,6692,0,0.0,21.4,5964.0
Potato,Bangalore,2024,5,Summer,22.76,5964,0,59.6,24.6,4942.0
Potato,Bangalore,2024,6,Monsoon,25.58,4942,0,130.4,21.5,3304.0
Potato,Bangalore,2024,7,Monsoon,24.56,3304,0,197.4,28.4,4245.0
Potato,Bangalore,2024,8,Monsoon,23.89,4245,0,209.2,29.8,4199.0
Potato,Bangalore,2024,9,Monsoon,22.6,4199,0,156.9,34.3,6256.0
Potato,Bangalore,2024,10,Autumn,24.19,6256,1,57.8,37.0,8604.0
Potato,Bangalore,2024,11,Autumn,21.91,8604,1,35.7,36.9,11481.0
Potato,Bangalore,2024,12,Winter,21.34,11481,0,36.9,37.9,9909.0
Potato,Kolkata,2022,1,Winter,21.38,6600,0,21.1,34.6,8315.0
Potato,Kolkata,2022,2,Winter,21.26,8315,0,16.8,27.8,8396.0
Potato,Kolkata,2022,3,Summer,21.47,8396,0,0.0,25.2,7104.0
Potato,Kolkata,2022,4,Summer,23.97,7104,0,14.2,24.4,5177.0
Potato,Kolkata,2022,5,Summer,22.92,5177,0,76.7,19.8,4635.0
Potato,Kolkata,2022,6,Monsoon,22.82,4635,0,139.9,23.5,3862.0
Potato,Kolkata,2022,7,Monsoon,25.27,3862,0,184.0,24.7,4368.0
Potato,Kolkata,2022,8,Monsoon,21.82,4368,0,219.5,33.4,5059.0
Potato,Kolkata,2022,9,Monsoon,21.74,5059,0,129.6,33.3,5799.0
Potato,Kolkata,2022,10,Autumn,20.28,5799,1,50.8,37.6,9124.0
Potato,Kolkata,2022,11,Autumn,20.88,9124,1,6.2,43.2,10493.0
Potato,Kolkata,2022,12,Winter,22.91,10493,0,0.6,40.4,9653.0
Potato,Kolkata,2023,1,Winter,20.61,9653,0,0.0,34.8,9685.0
Potato,Kolkata,2023,2,Winter,19.25,9685,0,32.1,30.1,8027.0
Potato,Kolkata,2023,3,Summer,24.87,8027,0,30.3,27.3,6269.0
Potato,Kolkata,2023,4,Summer,21.66,6269,0,24.5,23.7,5531.0
Potato,Kolkata,2023,5,Summer,21.87,5531,0,70.7,20.5,4492.0
Potato,Kolkata,2023,6,Monsoon,23.85,4492,0,142.4,22.0,3875.0
Potato,Kolkata,2023,7,Monsoon,24.04,3875,0,193.3,26.2,3983.0
Potato,Kolkata,2023,8,Monsoon,24.65,3983,0,195.3,27.1,4884.0
Potato,Kolkata,2023,9,Monsoon,20.59,4884,0,147.9,35.9,5411.0
Potato,Kolkata,2023,10,Autumn,22.9,5411,1,70.7,37.8,8458.0
Potato,Kolkata,2023,11,Autumn,22.85,8458,1,30.0,40.4,10156.0
Potato,Kolkata,2023,12,Winter,23.71,10156,0,0.0,38.9,9690.0
Potato,Kolkata,2024,1,Winter,24.05,9690,0,6.8,35.5,9664.0
Potato,Kolkata,2024,2,Winter,24.39,9664,0,6.9,29.7,8331.0
Potato,Kolkata,2024,3,Summer,24.83,8331,0,3.2,26.1,7011.0
Potato,Kolkata,2024,4,Summer,26.77,7011,0,23.3,21.8,5261.0
Potato,Kolkata,2024,5,Summer,26.43,5261,0,57.8,21.0,3869.0
Potato,Kolkata,2024,6,Monsoon,25.42,3869,0,127.6,19.1,3424.0
Potato,Kolkata,2024,7,Monsoon,24.3,3424,0,188.1,26.5,4120.0
Potato,Kolkata,2024,8,Monsoon,25.36,4120,0,189.4,31.0,4631.0
Potato,Kolkata,2024,9,Monsoon,24.57,4631,0,144.7,36.1,5497.0
Potato,Kolkata,2024,10,Autumn,25.32,5497,1,76.4,36.2,9020.0
Potato,Kolkata,2024,11,Autumn,22.55,9020,1,24.3,39.2,10674.0
Potato,Kolkata,2024,12,Winter,23.88,10674,0,14.4,38.1,9338.0
Potato,Patna,2022,1,Winter,20.02,4500,0,10.8,32.7,5215.0
Potato,Patna,2022,2,Winter,23.98,5215,0,30.9,32.7,4875.0
Potato,Patna,2022,3,Summer,21.98,4875,0,30.9,27.6,4622.0
Potato,Patna,2022,4,Summer,21.77,4622,0,0.0,22.6,3914.0
Potato,Patna,2022,5,Summer,25.16,3914,0,43.2,21.8,2910.0
Potato,Patna,2022,6,Monsoon,23.53,2910,0,130.2,19.0,2562.0
Potato,Patna,2022,7,Monsoon,23.1,2562,0,170.6,26.2,2521.0
Potato,Patna,2022,8,Monsoon,24.1,2521,0,185.5,31.6,3237.0
Potato,Patna,2022,9,Monsoon,22.67,3237,0,156.6,32.8,4202.0
Potato,Patna,2022,10,Autumn,20.89,4202,1,59.5,38.4,6192.0
Potato,Patna,2022,11,Autumn,23.18,6192,1,28.3,34.6,6266.0
Potato,Patna,2022,12,Winter,20.9,6266,0,10.8,39.3,5918.0
Potato,Patna,2023,1,Winter,19.49,5918,0,3.6,36.0,6379.0
Potato,Patna,2023,2,Winter,21.84,6379,0,19.2,28.2,5373.0
Potato,Patna,2023,3,Summer,20.91,5373,0,33.0,26.6,4631.0
Potato,Patna,2023,4,Summer,22.09,4631,0,7.1,24.1,4289.0
Potato,Patna,2023,5,Summer,23.51,4289,0,66.1,19.3,3031.0
Potato,Patna,2023,6,Monsoon,22.92,3031,0,128.2,22.3,2174.0
Potato,Patna,2023,7,Monsoon,23.41,2174,0,188.2,22.8,2459.0
Potato,Patna,2023,8,Monsoon,24.06,2459,0,180.8,33.0,3325.0
Potato,Patna,2023,9,Monsoon,23.62,3325,0,120.6,33.5,3897.0
Potato,Patna,2023,10,Autumn,22.26,3897,1,80.2,36.0,5792.0
Potato,Patna,2023,11,Autumn,21.8,5792,1,22.5,38.0,6953.0
Potato,Patna,2023,12,Winter,22.33,6953,0,9.0,38.5,6433.0
Potato,Patna,2024,1,Winter,22.51,6433,0,13.5,35.7,6059.0
Potato,Patna,2024,2,Winter,21.46,6059,0,21.6,32.5,5783.0
Potato,Patna,2024,3,Summer,26.22,5783,0,0.0,25.8,4868.0
Potato,Patna,2024,4,Summer,24.74,4868,0,22.6,21.4,3794.0
Potato,Patna,2024,5,Summer,25.47,3794,0,54.8,20.6,2878.0
Potato,Patna,2024,6,Monsoon,25.93,2878,0,135.2,20.2,2809.0
Potato,Patna,2024,7,Monsoon,25.32,2809,0,197.3,26.9,2928.0
Potato,Patna,2024,8,Monsoon,23.96,2928,0,198.4,29.9,3971.0
Potato,Patna,2024,9,Monsoon,24.63,3971,0,140.5,33.5,4378.0
Potato,Patna,2024,10,Autumn,23.21,4378,1,45.5,39.5,5752.0
Potato,Patna,2024,11,Autumn,21.07,5752,1,37.8,39.9,7501.0
Potato,Patna,2024,12,Winter,24.89,7501,0,29.9,37.8,6586.0
Potato,Hyderabad,2022,1,Winter,22.33,6300,0,19.6,33.5,8110.0
Potato,Hyderabad,2022,2,Winter,22.16,8110,0,20.2,28.8,7668.0
Potato,Hyderabad,2022,3,Summer,23.41,7668,0,0.0,23.3,5630.0
Potato,Hyderabad,2022,4,Summer,25.09,5630,0,23.1,21.5,4939.0
Potato,Hyderabad,2022,5,Summer,23.89,4939,0,76.5,20.4,4564.0
Potato,Hyderabad,2022,6,Monsoon,22.51,4564,0,140.3,23.7,4072.0
Potato,Hyderabad,2022,7,Monsoon,26.41,4072,0,207.7,26.5,3707.0
Potato,Hyderabad,2022,8,Monsoon,24.19,3707,0,173.2,28.5,4838.0
Potato,Hyderabad,2022,9,Monsoon,23.69,4838,0,148.8,32.8,5430.0
Potato,Hyderabad,2022,10,Autumn,22.49,5430,1,84.0,42.1,8542.0
Potato,Hyderabad,2022,11,Autumn,20.67,8542,1,12.6,36.3,9539.0
Potato,Hyderabad,2022,12,Winter,21.72,9539,0,0.0,40.4,9149.0
Potato,Hyderabad,2023,1,Winter,23.53,9149,0,15.4,34.2,8606.0
Potato,Hyderabad,2023,2,Winter,22.18,8606,0,28.0,29.7,7286.0
Potato,Hyderabad,2023,3,Summer,23.4,7286,0,0.0,25.1,6032.0
Potato,Hyderabad,2023,4,Summer,20.96,6032,0,19.5,22.3,4963.0
Potato,Hyderabad,2023,5,Summer,22.85,4963,0,72.7,21.6,4372.0
Potato,Hyderabad,2023,6,Monsoon,24.51,4372,0,162.6,23.4,3690.0
Potato,Hyderabad,2023,7,Monsoon,24.74,3690,0,184.4,26.2,4178.0
Potato,Hyderabad,2023,8,Monsoon,24.11,4178,0,195.8,31.2,5060.0
Potato,Hyderabad,2023,9,Monsoon,20.79,5060,0,160.3,33.3,6588.0
Potato,Hyderabad,2023,10,Autumn,21.66,6588,1,70.4,35.2,8920.0
Potato,Hyderabad,2023,11,Autumn,24.14,8920,1,15.8,38.2,9582.0
Potato,Hyderabad,2023,12,Winter,22.55,9582,0,8.0,38.1,9187.0
Potato,Hyderabad,2024,1,Winter,23.53,9187,0,33.7,34.8,8530.0
Potato,Hyderabad,2024,2,Winter,23.64,8530,0,20.9,30.2,8062.0
Potato,Hyderabad,2024,3,Summer,22.89,8062,0,28.3,25.6,6748.0
Potato,Hyderabad,2024,4,Summer,27.79,6748,0,19.6,22.5,5153.0
Potato,Hyderabad,2024,5,Summer,25.33,5153,0,72.9,22.6,5193.0
Potato,Hyderabad,2024,6,Monsoon,24.26,5193,0,141.6,22.7,3950.0
Potato,Hyderabad,2024,7,Monsoon,25.64,3950,0,197.6,26.8,4459.0
Potato,Hyderabad,2024,8,Monsoon,28.48,4459,0,192.4,29.5,4896.0
Potato,Hyderabad,2024,9,Monsoon,22.7,4896,0,136.5,33.5,6285.0
Potato,Hyderabad,2024,10,Autumn,23.25,6285,1,61.1,38.0,8797.0
Potato,Hyderabad,2024,11,Autumn,23.16,8797,1,7.3,37.4,10194.0
Potato,Hyderabad,2024,12,Winter,23.61,10194,0,25.0,36.6,8850.0
Potato,Chennai,2022,1,Winter,23.33,6000,0,12.2,33.1,7760.0
Potato,Chennai,2022,2,Winter,25.92,7760,0,29.1,31.9,6646.0
Potato,Chennai,2022,3,Summer,21.43,6646,0,8.9,24.6,5785.0
Potato,Chennai,2022,4,Summer,23.73,5785,0,15.5,20.4,5030.0
Potato,Chennai,2022,5,Summer,24.57,5030,0,73.8,21.8,4013.0
Potato,Chennai,2022,6,Monsoon,21.29,4013,0,179.1,22.6,3342.0
Potato,Chennai,2022,7,Monsoon,23.56,3342,0,167.8,25.5,3565.0
Potato,Chennai,2022,8,Monsoon,24.28,3565,0,224.0,30.8,4085.0
Potato,Chennai,2022,9,Monsoon,22.86,4085,0,132.3,34.6,4833.0
Potato,Chennai,2022,10,Autumn,21.68,4833,1,63.9,37.8,7564.0
Potato,Chennai,2022,11,Autumn,21.64,7564,1,11.9,38.7,9535.0
Potato,Chennai,2022,12,Winter,20.7,9535,0,36.2,37.4,8867.0
Potato,Chennai,2023,1,Winter,23.28,8867,0,29.2,33.8,8603.0
Potato,Chennai,2023,2,Winter,21.45,8603,0,39.4,32.7,7567.0
Potato,Chennai,2023,3,Summer,22.41,7567,0,20.2,25.4,5849.0
Potato,Chennai,2023,4,Summer,24.1,5849,0,21.4,21.1,4734.0
Potato,Chennai,2023,5,Summer,24.67,4734,0,50.1,21.4,4280.0
Potato,Chennai,2023,6,Monsoon,25.32,4280,0,180.1,22.6,3301.0
Potato,Chennai,2023,7,Monsoon,23.17,3301,0,174.6,27.9,3354.0
Potato,Chennai,2023,8,Monsoon,22.72,3354,0,193.3,29.9,4296.0
Potato,Chennai,2023,9,Monsoon,21.37,4296,0,165.7,33.3,5915.0
Potato,Chennai,2023,10,Autumn,20.44,5915,1,74.0,36.9,7884.0
Potato,Chennai,2023,11,Autumn,20.73,7884,1,19.2,40.7,9385.0
Potato,Chennai,2023,12,Winter,23.45,9385,0,30.1,34.2,8192.0
Potato,Chennai,2024,1,Winter,24.36,8192,0,25.0,34.9,8258.0
Potato,Chennai,2024,2,Winter,23.53,8258,0,0.0,28.8,7364.0
Potato,Chennai,2024,3,Summer,24.87,7364,0,27.2,26.7,6206.0
Potato,Chennai,2024,4,Summer,25.28,6206,0,0.0,21.5,4693.0
Potato,Chennai,2024,5,Summer,25.37,4693,0,76.1,22.4,2944.0
Potato,Chennai,2024,6,Monsoon,24.61,2944,0,128.1,25.0,2667.0
Potato,Chennai,2024,7,Monsoon,26.74,2667,0,212.4,25.5,3590.0
Potato,Chennai,2024,8,Monsoon,25.68,3590,0,200.7,30.5,5224.0
Potato,Chennai,2024,9,Monsoon,24.64,5224,0,161.8,32.1,6154.0
Potato,Chennai,2024,10,Autumn,24.97,6154,1,84.6,37.2,8455.0
Potato,Chennai,2024,11,Autumn,22.13,8455,1,58.6,37.9,9420.0
Potato,Chennai,2024,12,Winter,18.79,9420,0,12.6,36.5,8563.0
Onion,Delhi,2022,1,Winter,33.56,6500,0,25.5,33.8,6370.0
Onion,Delhi,2022,2,Winter,32.88,6370,0,39.4,30.4,5167.0
Onion,Delhi,2022,3,Summer,33.05,5167,0,40.5,25.6,3942.0
Onion,Delhi,2022,4,Summer,35.72,3942,0,15.7,22.8,2938.0
Onion,Delhi,2022,5,Summer,33.95,2938,0,72.9,22.9,3212.0
Onion,Delhi,2022,6,Monsoon,28.61,3212,0,111.5,23.0,5004.0
Onion,Delhi,2022,7,Monsoon,29.58,5004,0,196.4,27.0,5510.0
Onion,Delhi,2022,8,Monsoon,29.28,5510,0,197.8,29.9,7585.0
Onion,Delhi,2022,9,Monsoon,30.8,7585,0,188.8,35.8,9297.0
Onion,Delhi,2022,10,Autumn,26.22,9297,1,88.8,37.5,11507.0
Onion,Delhi,2022,11,Autumn,29.09,11507,1,32.2,37.5,11344.0
Onion,Delhi,2022,12,Winter,30.89,11344,0,42.5,38.9,9220.0
Onion,Delhi,2023,1,Winter,30.14,9220,0,19.4,34.8,6322.0
Onion,Delhi,2023,2,Winter,34.39,6322,0,22.3,30.5,5601.0
Onion,Delhi,2023,3,Summer,32.87,5601,0,43.5,24.0,4102.0
Onion,Delhi,2023,4,Summer,35.17,4102,0,58.0,24.4,2953.0
Onion,Delhi,2023,5,Summer,31.82,2953,0,53.3,22.2,3200.0
Onion,Delhi,2023,6,Monsoon,32.2,3200,0,145.6,24.6,3331.0
Onion,Delhi,2023,7,Monsoon,31.86,3331,0,201.4,24.5,5575.0
Onion,Delhi,2023,8,Monsoon,28.75,5575,0,189.8,31.2,7390.0
Onion,Delhi,2023,9,Monsoon,27.99,7390,0,157.5,33.6,9298.0
Onion,Delhi,2023,10,Autumn,27.25,9298,1,83.4,37.7,11817.0
Onion,Delhi,2023,11,Autumn,29.0,11817,1,0.0,39.5,11242.0
Onion,Delhi,2023,12,Winter,30.0,11242,0,13.4,37.5,9215.0
Onion,Delhi,2024,1,Winter,33.15,9215,0,13.3,36.0,6787.0
Onion,Delhi,2024,2,Winter,34.09,6787,0,7.0,27.5,4978.0
Onion,Delhi,2024,3,Summer,33.1,4978,0,0.0,24.7,4365.0
Onion,Delhi,2024,4,Summer,36.16,4365,0,0.0,20.0,3661.0
Onion,Delhi,2024,5,Summer,35.22,3661,0,55.4,20.1,2433.0
Onion,Delhi,2024,6,Monsoon,35.85,2433,0,119.4,21.8,3791.0
Onion,Delhi,2024,7,Monsoon,35.7,3791,0,195.4,27.2,5355.0
Onion,Delhi,2024,8,Monsoon,29.7,5355,0,193.6,32.7,7900.0
Onion,Delhi,2024,9,Monsoon,30.81,7900,0,132.0,34.7,8693.0
Onion,Delhi,2024,10,Autumn,32.29,8693,1,51.8,38.2,11148.0
Onion,Delhi,2024,11,Autumn,29.79,11148,1,21.1,39.9,11785.0
Onion,Delhi,2024,12,Winter,31.3,11785,0,32.3,41.7,8893.0
Onion,Mumbai,2022,1,Winter,30.1,7020,0,31.5,35.7,6847.0
Onion,Mumbai,2022,2,Winter,31.14,6847,0,28.1,28.8,5567.0
Onion,Mumbai,2022,3,Summer,29.78,5567,0,34.9,24.6,3426.0
Onion,Mumbai,2022,4,Summer,32.38,3426,0,1.1,20.2,2722.0
Onion,Mumbai,2022,5,Summer,31.74,2722,0,56.0,19.8,4005.0
Onion,Mumbai,2022,6,Monsoon,31.07,4005,0,157.2,22.2,4626.0
Onion,Mumbai,2022,7,Monsoon,29.58,4626,0,198.8,26.4,6425.0
Onion,Mumbai,2022,8,Monsoon,31.04,6425,0,163.4,30.3,8103.0
Onion,Mumbai,2022,9,Monsoon,29.64,8103,0,174.5,33.2,9702.0
Onion,Mumbai,2022,10,Autumn,29.25,9702,1,65.1,37.6,12653.0
Onion,Mumbai,2022,11,Autumn,30.48,12653,1,40.7,39.0,12248.0
Onion,Mumbai,2022,12,Winter,31.5,12248,0,31.5,36.7,10605.0
Onion,Mumbai,2023,1,Winter,31.03,10605,0,18.2,31.2,8396.0
Onion,Mumbai,2023,2,Winter,34.11,8396,0,28.3,30.4,6008.0
Onion,Mumbai,2023,3,Summer,35.49,6008,0,38.3,26.9,4278.0
Onion,Mumbai,2023,4,Summer,32.76,4278,0,33.6,21.7,4141.0
Onion,Mumbai,2023,5,Summer,33.53,4141,0,69.8,22.2,3487.0
Onion,Mumbai,2023,6,Monsoon,33.48,3487,0,147.4,24.4,3870.0
Onion,Mumbai,2023,7,Monsoon,31.5,3870,0,190.6,28.2,5392.0
Onion,Mumbai,2023,8,Monsoon,30.8,5392,0,222.3,31.0,7794.0
Onion,Mumbai,2023,9,Monsoon,31.85,7794,0,163.5,33.7,9788.0
Onion,Mumbai,2023,10,Autumn,29.76,9788,1,70.3,38.0,12739.0
Onion,Mumbai,2023,11,Autumn,31.1,12739,1,7.0,36.6,12807.0
Onion,Mumbai,2023,12,Winter,30.45,12807,0,27.2,38.4,10185.0
Onion,Mumbai,2024,1,Winter,32.32,10185,0,19.3,33.8,8574.0
Onion,Mumbai,2024,2,Winter,31.33,8574,0,0.0,30.7,5908.0
Onion,Mumbai,2024,3,Summer,34.9,5908,0,13.5,22.4,3964.0
Onion,Mumbai,2024,4,Summer,36.62,3964,0,0.0,23.5,3824.0
Onion,Mumbai,2024,5,Summer,36.22,3824,0,72.0,21.1,4261.0
Onion,Mumbai,2024,6,Monsoon,33.96,4261,0,164.3,20.8,4945.0
Onion,Mumbai,2024,7,Monsoon,35.94,4945,0,166.7,26.2,6529.0
Onion,Mumbai,2024,8,Monsoon,31.72,6529,0,216.0,30.3,8363.0
Onion,Mumbai,2024,9,Monsoon,32.92,8363,0,135.0,33.1,10249.0
Onion,Mumbai,2024,10,Autumn,30.78,10249,1,51.7,39.2,12518.0
Onion,Mumbai,2024,11,Autumn,31.26,12518,1,26.9,40.5,13074.0
Onion,Mumbai,2024,12,Winter,30.66,13074,0,24.6,38.7,10822.0
Onion,Pune,2022,1,Winter,28.59,5200,0,27.0,35.6,4997.0
Onion,Pune,2022,2,Winter,29.04,4997,0,38.6,30.4,4470.0
Onion,Pune,2022,3,Summer,32.24,4470,0,11.8,27.6,3195.0
Onion,Pune,2022,4,Summer,31.2,3195,0,37.7,20.9,2512.0
Onion,Pune,2022,5,Summer,30.02,2512,0,79.0,19.0,2983.0
Onion,Pune,2022,6,Monsoon,29.12,2983,0,138.2,21.6,3421.0
Onion,Pune,2022,7,Monsoon,29.77,3421,0,193.8,26.9,5255.0
Onion,Pune,2022,8,Monsoon,32.13,5255,0,183.6,29.0,6217.0
Onion,Pune,2022,9,Monsoon,31.23,6217,0,139.0,34.3,7660.0
Onion,Pune,2022,10,Autumn,29.23,7660,1,54.3,37.7,8927.0
Onion,Pune,2022,11,Autumn,30.93,8927,1,19.2,39.0,9535.0
Onion,Pune,2022,12,Winter,30.9,9535,0,15.1,37.5,7107.0
Onion,Pune,2023,1,Winter,30.44,7107,0,28.8,34.4,5361.0
Onion,Pune,2023,2,Winter,35.0,5361,0,41.7,29.8,3850.0
Onion,Pune,2023,3,Summer,31.88,3850,0,24.4,29.1,2398.0
Onion,Pune,2023,4,Summer,33.57,2398,0,39.3,21.0,2101.0
Onion,Pune,2023,5,Summer,33.11,2101,0,70.6,19.6,2646.0
Onion,Pune,2023,6,Monsoon,32.21,2646,0,132.2,21.2,2987.0
Onion,Pune,2023,7,Monsoon,31.24,2987,0,187.5,25.7,4491.0
Onion,Pune,2023,8,Monsoon,31.87,4491,0,193.6,29.0,6414.0
